iter	RMSE
559	0.2903875896
560	0.2902176393
561	0.2900476636
562	0.289748421
563	0.2894815316
564	0.2892250499
565	0.2889926935
566	0.2887938501
567	0.2886460423
568	0.2884999647
569	0.2883703366
570	0.2881543408
571	0.2880194404
572	0.2878280572
573	0.2876289419
574	0.2874993268
575	0.2872933074
576	0.2870871145
577	0.2868999817
578	0.2867145198
579	0.2865174712
580	0.2863392757
581	0.2861267811
582	0.2859323886
583	0.2857799427
584	0.2856185833
585	0.2854206763
586	0.285277461
587	0.2850897976
588	0.2848635269
589	0.284671247
590	0.2845019545
591	0.2842610022
592	0.2841476555
593	0.2839787116
594	0.2837673059
595	0.2836369007
596	0.2833887723
597	0.2832432337
598	0.2830517469
599	0.2828554194
600	0.2826949213
601	0.2826396994
602	0.2825226407
603	0.2823852578
604	0.2822032184
605	0.2820161318
606	0.2818483512
607	0.2816980139
608	0.2815434773
609	0.2814870004
610	0.2812945803
611	0.2810444411
612	0.2808982706
613	0.2807848649
614	0.2806254274
615	0.2805237182
616	0.2803875773
617	0.2801361608
618	0.2799135338
619	0.2796806775
620	0.2795140141
621	0.2794128999
622	0.2792145403
623	0.2790595459
624	0.2789023742
625	0.278761648
626	0.2785859562
627	0.2783457252
628	0.2781945665
629	0.2780345215
630	0.2778473583
631	0.2777052618
632	0.2775359179
633	0.2774085139
634	0.2772223834
635	0.2770987044
636	0.2769898724
637	0.2768686744
638	0.276619933
639	0.2765324067
640	0.2763516949
641	0.2762084049
642	0.276063261
643	0.2758035713
644	0.275529622
645	0.2753824647
646	0.2752039047
647	0.2750177701
648	0.2748723485
649	0.2746832033
650	0.2745180276
651	0.2744209684
652	0.2742834394
653	0.274133449
654	0.2739840262
655	0.2739048007
656	0.2737731824
657	0.2735578339
658	0.273427409
659	0.273281897
660	0.2731769418
661	0.2730243105
662	0.2728599317
663	0.2726979718
664	0.2725250454
665	0.2722679417
666	0.2720996793
667	0.2719003857
668	0.2717692225
669	0.2715747624
670	0.2714043468
671	0.2712013765
672	0.2711129955
673	0.2709960549
674	0.2708766682
675	0.2706773486
676	0.2704517788
677	0.2702438315
678	0.2700396687
679	0.2699084215
680	0.2696826719
681	0.2695134983
682	0.2692964245
683	0.2691123559
684	0.2689696586
685	0.2688343104
686	0.2686908017
687	0.2684617494
688	0.2683489749
689	0.2681981189
690	0.2680664622
691	0.2679116754
692	0.2677601655
693	0.2675153132
694	0.2674248998
695	0.2673134568
696	0.2671531551
697	0.2669791851
698	0.2668522636
699	0.2667401457
700	0.2665473804
701	0.2664506879
702	0.2663284048
703	0.2661612357
704	0.2659469712
705	0.2658136662
706	0.2657017038
707	0.2656088091
708	0.2654922484
709	0.2653612535
710	0.2651622981
711	0.264959709
712	0.26480781
713	0.2646289017
714	0.2644953394
715	0.2643308986
716	0.264109966
717	0.2640035864
718	0.2638243472
719	0.2636676273
720	0.2634945485
721	0.2633241712
722	0.2631366085
723	0.2629730354
724	0.2628545701
725	0.2627872157
726	0.2626378795
727	0.2624555903
728	0.2623520014
729	0.2621213561
730	0.2620127656
731	0.2619099047
732	0.2618206443
733	0.261711766
734	0.2615480917
735	0.2614020255
736	0.2612729452
737	0.2611102659
738	0.260938456
739	0.2608332583
740	0.2607406377
741	0.2605797026
742	0.2604218203
743	0.260342537
744	0.2601562469
745	0.2599961395
746	0.2598752659
747	0.2597339802
748	0.2595448348
749	0.2594264444
750	0.2592975294
751	0.2591859001
752	0.2590852253
753	0.2589429902
754	0.2588497065
755	0.2587385873
756	0.2585808217
757	0.2584815798
758	0.2583563447
759	0.2582465852
760	0.258083119
761	0.2579346555
762	0.2577340936
763	0.2576703741
764	0.2575127116
765	0.2573347379
766	0.2571791829
767	0.2570202457
768	0.2569282608
769	0.2567983562
770	0.2566520714
771	0.2564917919
772	0.2563197993
773	0.2562189334
774	0.2561011262
775	0.2559805034
776	0.2558074738
777	0.2556789911
778	0.2555311027
779	0.2554176323
780	0.2553125918
781	0.2551558189
782	0.2550099589
783	0.2548757764
784	0.2547286288
785	0.2546289797
786	0.2545035929
787	0.2543609905
788	0.254222688
789	0.2540690752
790	0.2539739826
791	0.2538446371
792	0.2536957446
793	0.2535415894
794	0.2534572975
795	0.2533149809
796	0.2531512025
797	0.2529948955
798	0.25289179
799	0.2527253509
800	0.2526260056
801	0.2524638178
802	0.252360456
803	0.2523020065
804	0.2521658773
805	0.2520233534
806	0.2518793316
807	0.2516919528
808	0.2515762658
809	0.2514588746
810	0.2513495991
811	0.2512219517
812	0.2510225914
813	0.2509228234
814	0.2508135489
815	0.2506684973
816	0.2504782215
817	0.2503235927
818	0.2502654664
819	0.2501116143
820	0.2499838017
821	0.2498577526
822	0.249732738
823	0.2496133327
824	0.249512334
825	0.2493723568
826	0.249279333
827	0.2491169163
828	0.2490548588
829	0.2488962834
830	0.2487344206
831	0.2486356237
832	0.2485149433
833	0.2483712185
834	0.2480819814
835	0.2479200586
836	0.2477766095
837	0.2475884826
838	0.2474838081
839	0.2473401919
840	0.2472307472
841	0.2470887518
842	0.2469265904
843	0.2467858073
844	0.246718717
845	0.2466158566
846	0.2465007778
847	0.246454333
848	0.2463740242
849	0.2462525194
850	0.2461636816
851	0.2458995848
852	0.2458236446
853	0.2456944135
854	0.24549184
855	0.2452839974
856	0.245144256
857	0.2450557589
858	0.2449433498
859	0.2448456119
860	0.2447557417
861	0.2446031944
862	0.244460351
863	0.2443574926
864	0.2442009355
865	0.2440742755
866	0.2439240603
867	0.2437913877
868	0.2437033423
869	0.2435033426
870	0.2433768773
871	0.2432430512
872	0.243120881
873	0.2429981481
874	0.2428599338
875	0.2427418052
876	0.2426017178
877	0.2424700087
878	0.2423492087
879	0.2422215112
880	0.2421379001
881	0.2420226934
882	0.2418575275
883	0.2417559778
884	0.2416341347
885	0.24148594
886	0.2413473701
887	0.2412629727
888	0.2411621883
889	0.2411031881
890	0.2409773597
891	0.2408860067
892	0.2407453544
893	0.2406707862
894	0.2405976141
895	0.2404347318
896	0.2403395856
897	0.2402361065
898	0.2400916141
899	0.2399709849
900	0.2398886067
901	0.2397094254
902	0.2395726035
903	0.239435248
904	0.2392996113
905	0.23917474
906	0.2390919956
907	0.2389763274
908	0.2388951849
909	0.2387858023
910	0.2386711682
911	0.2384840964
912	0.2383475615
913	0.2382520942
914	0.2381091712
915	0.2379880831
916	0.2378736623
917	0.2377231431
918	0.2376212706
919	0.2375170074
920	0.2374010126
921	0.2373125203
922	0.2372154225
923	0.2371112735
924	0.2369599721
925	0.236802036
926	0.2366586472
927	0.2365570454
928	0.2364693768
929	0.2363742556
930	0.2362907652
931	0.2362237543
932	0.236171624
933	0.2360986816
934	0.2359635755
935	0.2358709842
936	0.2357481171
937	0.235641069
938	0.2355320789
939	0.2354709339
940	0.2353577526
941	0.2352498006
942	0.2351315187
943	0.2350015436
944	0.2348731636
945	0.2347446588
946	0.2346519646
947	0.2345824978
948	0.2344795037
949	0.2344081843
950	0.2342926425
951	0.2341679085
952	0.2340444611
953	0.2339470682
954	0.2338662606
955	0.2337624286
956	0.2336814771
957	0.2335701798
958	0.2334348571
959	0.2333610913
960	0.233239974
961	0.2331270289
962	0.2330265412
963	0.2329433487
964	0.2328319829
965	0.2327280579
966	0.2326361965
967	0.2325604913
968	0.2324379526
969	0.2323697598
970	0.2322713275
971	0.2321533724
972	0.2320367627
973	0.2319389141
974	0.2318361733
975	0.2317289758
976	0.2316273888
977	0.2315180927
978	0.2313989409
979	0.2312954892
980	0.2311686228
981	0.231095604
982	0.2310406134
983	0.2309239274
984	0.2308204203
985	0.2307166997
986	0.2306393841
987	0.2305579001
988	0.2304607675
989	0.2303481808
990	0.2302568644
991	0.2301704314
992	0.2300456218
993	0.229946762
994	0.2298880335
995	0.2296834402
996	0.2295988964
997	0.2294893543
998	0.22936348
999	0.2292869276
